,country_id,year,export_value
0,4,2021,782.448395
1,4,2022,1102.544617
2,4,2018,689.419286
3,4,2020,583.941457
4,4,2017,484.249819
5,4,2016,424.943029
6,4,2019,657.567317
7,4,2020,527.128022
8,4,2018,780.415406
9,4,2022,1175.962328
10,4,2021,945.190579
11,4,2019,730.699821
12,4,2016,524.757934
13,4,2017,578.748001
14,4,2021,860.588861
15,4,2022,972.299032
16,4,2020,652.440639
17,4,2017,593.212226
18,4,2016,483.767628
19,4,2019,663.353271
20,4,2018,675.217061
21,4,2020,742.790116
22,4,2022,1058.252705
23,4,2021,970.815099
24,4,2018,724.818816
25,4,2019,664.141533
26,4,2016,525.57319
27,4,2017,636.263503
28,5,2020,6782.346714
29,5,2021,7721.680248
30,5,2022,13192.04642
31,5,2017,8938.0
32,5,2016,6127.957512
33,5,2019,9409.714416
34,5,2018,10019.62
35,5,2022,16571.458147
36,5,2021,9550.867813
37,5,2020,4321.48655
38,5,2018,10256.951429
39,5,2019,8512.892068
40,5,2016,7293.838115
41,5,2017,9015.0
42,5,2021,9906.837091
43,5,2020,5135.705636
44,5,2022,15515.983814
45,5,2017,7744.0
46,5,2016,7518.513023
47,5,2019,8335.030308
48,5,2018,9735.428571
49,5,2022,15809.975866
50,5,2020,5685.735271
51,5,2021,11378.880885
52,5,2018,11785.0
53,5,2019,9054.621424
54,5,2016,9085.69135
55,5,2017,9494.0
56,12,2021,15407.0
57,12,2022,19354.0
58,12,2018,14531.0
59,12,2020,13340.0
60,12,2016,12443.0
61,12,2019,14170.0
62,12,2017,12755.0
63,12,2020,14213.0
64,12,2018,15512.0
65,12,2022,25024.0
66,12,2021,19966.0
67,12,2017,15518.0
68,12,2019,16620.0
69,12,2016,15428.0
70,12,2021,22921.0
71,12,2022,22864.0
72,12,2018,15654.0
73,12,2020,14613.0
74,12,2016,15816.0
75,12,2017,15844.0
76,12,2019,17170.0
77,12,2020,12718.0
78,12,2018,16084.0
79,12,2021,19641.0
80,12,2022,21203.0
81,12,2019,17156.0
82,12,2017,14527.0
83,12,2016,14223.0
84,13,2020,553.9
85,13,2022,735.0
86,13,2021,576.6
87,13,2017,445.28634
88,13,2016,382.178341
89,13,2018,594.4
90,13,2019,543.8
91,13,2021,801.7
92,13,2022,1149.6
93,13,2020,562.7
94,13,2019,641.5
95,13,2018,585.6
96,13,2017,548.59623
97,13,2016,439.435272
98,13,2020,725.6
99,13,2021,770.7
100,13,2022,1637.6
101,13,2016,476.763721
102,13,2017,606.7
103,13,2018,590.2
104,13,2019,726.1
105,13,2022,1837.9
106,13,2021,873.5
107,13,2020,702.1
108,13,2019,728.9
109,13,2018,641.9
110,13,2017,644.8
111,13,2016,493.346346
112,15,2022,94911.620583
113,15,2021,77276.049911
114,15,2020,59912.930668
115,15,2016,40597.367565
116,15,2017,56556.638895
117,15,2018,61485.81863
118,15,2019,64236.926984
119,15,2020,59999.519447
120,15,2018,63698.867583
121,15,2021,88934.67888
122,15,2022,112460.83854
123,15,2019,70159.898832
124,15,2017,56140.050547
125,15,2016,45317.750282
126,15,2022,102900.302994
127,15,2021,89870.97382
128,15,2020,60909.37771
129,15,2016,48756.863143
130,15,2017,59670.517701
131,15,2018,64966.12096
132,15,2019,70061.209537
133,15,2020,70001.296529
134,15,2021,88782.794225
135,15,2022,101911.596312
136,15,2019,66546.959253
137,15,2018,66946.716832
138,15,2017,58763.625319
139,15,2016,57832.523543
140,16,2020,43119.46942
141,16,2021,49059.77813
142,16,2018,48225.76996
143,16,2022,54688.8981
144,16,2016,37047.27375
145,16,2017,39621.24517
146,16,2019,46172.41877
147,16,2022,54206.82344
148,16,2018,46592.17616
149,16,2021,51333.55295
150,16,2020,36037.83911
151,16,2019,44753.55551
152,16,2017,40720.35264
153,16,2016,39614.31031
154,16,2020,43667.4396
155,16,2021,50389.1078
156,16,2018,44263.12155
157,16,2022,50056.79155
158,16,2016,37498.83592
159,16,2017,42546.14249
160,16,2019,43216.57138
161,16,2018,45733.92694
162,16,2021,52023.71049
163,16,2020,46592.77438
164,16,2022,52694.66705
165,16,2019,44527.28596
166,16,2017,45138.61958
167,16,2016,37929.44527
168,19,2021,4459.574468
169,19,2020,4053.191489
170,19,2022,7415.159574
171,19,2016,2990.0
172,19,2017,3550.0
173,19,2018,4123.404255
174,19,2019,4641.489362
175,19,2022,8634.042553
176,19,2020,2699.468085
177,19,2018,4567.021277
178,19,2021,5052.659574
179,19,2019,4489.893617
180,19,2017,3910.0
181,19,2016,3230.0
182,19,2018,4817.553191
183,19,2020,3753.457447
184,19,2021,6235.37234
185,19,2022,7438.297872
186,19,2016,3170.0
187,19,2017,3310.0
188,19,2019,4497.87234
189,19,2022,6300.0
190,19,2021,6621.808511
191,19,2018,4535.638298
192,19,2020,3559.574468
193,19,2019,4490.425532
194,19,2016,3395.0
195,19,2017,4606.0
196,20,2018,9535.53
197,20,2020,9671.67
198,20,2022,13907.12
199,20,2021,9704.9
200,20,2017,9095.55
201,20,2016,8871.27
202,20,2019,10403.15
203,20,2021,9819.96
204,20,2022,13476.99
205,20,2020,4700.26
206,20,2018,9216.62
207,20,2019,9632.02
208,20,2016,9302.01
209,20,2017,8839.3
210,20,2018,9940.6
211,20,2020,9896.84
212,20,2021,11021.95
213,20,2022,12496.88
214,20,2017,8662.73
215,20,2016,8078.82
216,20,2019,9648.02
217,20,2022,14814.37
218,20,2021,13676.6
219,20,2020,9336.61
220,20,2018,10559.27
221,20,2019,9654.17
222,20,2016,8642.23
223,20,2017,9253.29
224,22,2022,8670.3166
225,22,2021,8213.9963
226,22,2020,6625.6965
227,22,2016,5032.0932
228,22,2017,6253.9534
229,22,2018,7966.2741
230,22,2019,7780.2926
231,22,2020,6230.7711
232,22,2021,9425.7212
233,22,2022,5583.0
234,22,2019,8150.828
235,22,2018,8524.3798
236,22,2016,6120.1156
237,22,2017,7437.3381
238,22,2022,4618.0
239,22,2021,10393.5076
240,22,2020,7818.6301
241,22,2017,7481.6315
242,22,2016,6099.5747
243,22,2018,8730.4715
244,22,2019,8734.7872
245,22,2020,8504.3433
246,22,2021,11729.0551
247,22,2022,4452.0
248,22,2019,8289.2146
249,22,2018,8505.016
250,22,2016,6162.2046
251,22,2017,8094.206
252,23,2018,123360.50528
253,23,2022,161196.77815
254,23,2021,123099.53977
255,23,2017,103236.12879
256,23,2016,98740.69908
257,23,2020,111076.95613
258,23,2019,114578.43212
259,23,2021,138367.66624
260,23,2022,159686.62867
261,23,2020,89423.51098
262,23,2018,118512.732
263,23,2019,114071.98399
264,23,2016,102881.78282
265,23,2017,106018.76747
266,23,2018,113572.38111
267,23,2020,105252.23134
268,23,2022,157739.69733
269,23,2021,137064.98532
270,23,2017,107105.72456
271,23,2016,98031.86798
272,23,2019,108623.7493
273,23,2021,150336.7974
274,23,2022,154228.89666
275,23,2020,116088.92812
276,23,2018,112767.61359
277,23,2019,109635.71099
278,23,2016,98479.31706
279,23,2017,113284.08198
280,28,2020,2070.80765
281,28,2021,2343.072526
282,28,2022,3367.360569
283,28,2016,1614.522974
284,28,2018,2105.374747
285,28,2019,1997.606945
286,28,2017,1690.817211
287,28,2022,3919.838494
288,28,2021,2742.794191
289,28,2020,1141.925235
290,28,2017,1931.490713
291,28,2019,2155.910734
292,28,2018,2380.663143
293,28,2016,1755.4575
294,28,2020,1598.660015
295,28,2021,2932.223725
296,28,2022,3556.89317
297,28,2016,1953.469358
298,28,2017,2204.944455
299,28,2018,2367.606426
300,28,2019,2418.387724
301,28,2021,3011.922676
302,28,2020,2203.800802
303,28,2022,2808.721262
304,28,2019,2184.819696
305,28,2018,2111.211704
306,28,2017,2018.810621
307,28,2016,1758.482998
308,33,2022,72715.554207
309,33,2020,48098.515136
310,33,2021,55658.676725
311,33,2016,39974.022919
312,33,2017,49958.590077
313,33,2018,52800.37604
314,33,2019,49564.896603
315,33,2021,80517.9896
316,33,2020,52592.611082
317,33,2022,91354.740427
318,33,2019,57897.866561
319,33,2018,58779.958715
320,33,2017,56745.764334
321,33,2016,48281.511891
322,33,2020,55043.170376
323,33,2021,77101.100913
324,33,2022,89218.567616
325,33,2016,47690.122151
326,33,2017,55528.914231
327,33,2018,60180.450394
328,33,2019,58107.049723
329,33,2022,80847.17597
330,33,2018,60128.73825
331,33,2021,67536.810222
332,33,2020,53445.945061
333,33,2019,55556.99476
334,33,2017,52754.839711
335,33,2016,43580.472253
336,37,2022,12228.93484
337,37,2021,9624.74061
338,37,2020,8068.67092
339,37,2016,5912.60459
340,37,2018,8162.57348
341,37,2017,6931.71242
342,37,2019,8193.82244
343,37,2020,6836.08297
344,37,2021,10324.25394
345,37,2022,13690.41506
346,37,2019,8072.18192
347,37,2017,7521.17531
348,37,2018,8257.06674
349,37,2016,6579.26442
350,37,2022,12498.09235
351,37,2021,10511.64202
352,37,2020,8302.50468
353,37,2016,7043.72094
354,37,2017,8469.19735
355,37,2018,8652.92899
356,37,2019,8570.4307
357,37,2020,8746.86236
358,37,2021,10696.61117
359,37,2022,12300.76032
360,37,2018,8544.92236
361,37,2019,8503.65304
362,37,2017,8515.5375
363,37,2016,7036.71702
364,44,2020,101432.469582
365,44,2021,117770.848685
366,44,2022,142583.041791
367,44,2018,109052.68927
368,44,2017,103283.142922
369,44,2016,93705.515151
370,44,2019,108166.50746
371,44,2018,118684.665126
372,44,2022,163356.989878
373,44,2021,126792.56407
374,44,2020,78598.012675
375,44,2016,95924.753188
376,44,2017,106740.809195
377,44,2019,116828.448897
378,44,2020,101055.113481
379,44,2021,125718.753283
380,44,2022,149797.405577
381,44,2018,114453.116256
382,44,2019,111349.627489
383,44,2016,97919.607571
384,44,2017,101827.985047
385,44,2018,110122.207019
386,44,2022,141743.058233
387,44,2021,137332.468543
388,44,2020,109677.032712
389,44,2017,108813.482995
390,44,2016,102441.329843
391,44,2019,112472.082517
392,50,2020,17215.0
393,50,2022,24537.0
394,50,2021,22145.0
395,50,2018,19407.0
396,50,2017,15676.365733
397,50,2019,18260.0
398,50,2016,15070.70122
399,50,2018,18950.0
400,50,2021,23789.0
401,50,2020,17643.0
402,50,2022,25255.0
403,50,2016,14810.6068
404,50,2019,17023.0
405,50,2017,16380.643744
406,50,2022,23394.0
407,50,2020,17836.0
408,50,2021,23463.0
409,50,2018,17622.0
410,50,2017,17558.912276
411,50,2019,16697.0
412,50,2016,14515.800464
413,50,2018,18860.0
414,50,2021,25280.0
415,50,2020,21391.0
416,50,2022,24306.0
417,50,2016,16321.22387
418,50,2019,16814.0
419,50,2017,19207.273757
420,51,2020,476538.868846
421,51,2022,818203.053508
422,51,2021,708996.487962
423,51,2017,478369.0
424,51,2018,543918.0
425,51,2016,446204.0
426,51,2019,551557.801034
427,51,2021,806958.634312
428,51,2022,907024.165403
429,51,2020,618758.211843
430,51,2019,619979.672895
431,51,2016,519004.0
432,51,2018,626124.0
433,51,2017,561606.0
434,51,2020,709824.873967
435,51,2022,968953.777049
436,51,2021,879148.471605
437,51,2017,588106.0
438,51,2018,656750.0
439,51,2016,552930.0
440,51,2019,654860.525128
441,51,2021,963059.535707
442,51,2022,899420.454315
443,51,2020,784829.671842
444,51,2019,673059.007653
445,51,2016,579494.0
446,51,2018,659903.0
447,51,2017,635265.0
448,55,2021,8921.991636
449,55,2020,8800.985004
450,55,2022,12972.723045
451,55,2019,9594.032
452,55,2016,6582.774159
453,55,2018,9693.460921
454,55,2017,8611.085947
455,55,2022,15521.453404
456,55,2020,6372.211935
457,55,2021,9058.56575
458,55,2017,8774.910585
459,55,2018,10800.629367
460,55,2019,10707.523548
461,55,2016,7995.775001
462,55,2021,10143.005158
463,55,2020,7650.420101
464,55,2022,15274.71164
465,55,2016,8109.061351
466,55,2019,9587.439912
467,55,2018,10743.512467
468,55,2017,9419.32285
469,55,2022,13230.394605
470,55,2020,8183.953164
471,55,2021,12163.897765
472,55,2017,10091.189024
473,55,2018,10536.34781
474,55,2019,9600.172403
475,55,2016,9069.196742
476,60,2021,3736.610691
477,60,2018,2859.665492
478,60,2022,4128.759048
479,60,2016,2501.254639
480,60,2019,2849.686263
481,60,2017,2614.123405
482,60,2020,3298.115315
483,60,2018,3032.773625
484,60,2020,2717.163855
485,60,2021,3894.569852
486,60,2022,5328.0
487,60,2019,3017.461762
488,60,2016,2787.07683
489,60,2017,2850.783053
490,60,2022,5260.0
491,60,2021,3931.493956
492,60,2020,3024.331689
493,60,2018,2841.478177
494,60,2017,2642.092949
495,60,2016,2516.161108
496,60,2019,2962.211035
497,60,2018,2761.060738
498,60,2020,3279.484686
499,60,2021,3930.91913
500,60,2022,5612.0
501,60,2019,3034.613629
502,60,2016,2556.466128
503,60,2017,2661.581343
504,62,2021,4901.26024
505,62,2020,4072.70178
506,62,2022,5782.14313
507,62,2016,3023.97025
508,62,2017,3653.85676
509,62,2018,4136.25184
510,62,2019,4157.77818
511,62,2022,6469.14086
512,62,2020,3595.02276
513,62,2021,5668.28413
514,62,2019,4259.31874
515,62,2018,4446.45544
516,62,2017,3743.9084
517,62,2016,3516.49818
518,62,2020,4462.51683
519,62,2022,6597.65704
520,62,2021,5285.47894
521,62,2016,3466.23204
522,62,2017,4105.72117
523,62,2018,4351.08529
524,62,2019,4437.9868
525,62,2021,6022.57167
526,62,2022,6445.14728
527,62,2020,5062.70426
528,62,2019,4325.37598
529,62,2018,4468.0766
530,62,2017,4565.53674
531,62,2016,3805.84324
532,65,2021,642.86439
533,65,2020,800.68912
534,65,2022,932.43109
535,65,2016,949.47135
536,65,2017,628.75956
537,65,2018,1577.1666
538,65,2019,1058.53199
539,65,2022,1054.01574
540,65,2020,876.52178
541,65,2021,930.13409
542,65,2019,848.64037
543,65,2018,1642.9474
544,65,2017,970.11186
545,65,2016,659.57517
546,65,2021,977.01052
547,65,2020,675.8502
548,65,2022,972.50357
549,65,2016,690.34847
550,65,2018,1031.85907
551,65,2017,951.32006
552,65,2019,757.95708
553,65,2022,1371.18649
554,65,2020,710.1059
555,65,2021,1337.92161
556,65,2019,787.95444
557,65,2017,737.3493
558,65,2018,799.74568
559,65,2016,665.18003
560,66,2021,56572.07183
561,66,2022,60494.77486
562,66,2020,47331.78027
563,66,2017,42875.09153
564,66,2016,40824.50637
565,66,2018,52105.7574
566,66,2019,50197.31799
567,66,2020,37971.3942
568,66,2022,61025.32286
569,66,2021,59181.98461
570,66,2018,50908.9967
571,66,2019,50174.03849
572,66,2016,42532.21119
573,66,2017,44560.32132
574,66,2021,52286.93098
575,66,2022,57653.03746
576,66,2020,48794.28326
577,66,2017,44856.74643
578,66,2016,38836.42127
579,66,2018,47131.04533
580,66,2019,48387.88578
581,66,2020,57813.87142
582,66,2022,62054.70971
583,66,2021,58522.81467
584,66,2019,50368.7075
585,66,2018,52092.49157
586,66,2017,49850.28058
587,66,2016,40499.35943
588,69,2021,30724.93227
589,69,2022,33772.52233
590,69,2020,27834.2533
591,69,2018,27758.43408
592,69,2016,22710.69697
593,69,2017,24538.70574
594,69,2019,27353.23394
595,69,2018,27752.60136
596,69,2020,24749.72055
597,69,2022,32213.95489
598,69,2021,32052.576
599,69,2019,27949.24174
600,69,2017,24902.71378
601,69,2016,24763.36793
602,69,2022,31931.08377
603,69,2021,30140.97454
604,69,2020,27598.21755
605,69,2018,26910.31655
606,69,2016,23868.80503
607,69,2017,26457.01554
608,69,2019,27838.359
609,69,2018,27274.21386
610,69,2021,33026.24478
611,69,2022,33130.27148
612,69,2020,28271.47375
613,69,2019,27935.18218
614,69,2017,26607.40906
615,69,2016,23983.46604
616,72,2021,2905.3
617,72,2018,2519.8
618,72,2020,2691.1
619,72,2022,3228.1
620,72,2016,2254.4
621,72,2017,2413.5
622,72,2019,2657.7
623,72,2022,3329.0
624,72,2020,2053.4
625,72,2018,2769.6
626,72,2021,3115.8
627,72,2019,2816.6
628,72,2017,2608.7
629,72,2016,2489.6
630,72,2021,3115.8
631,72,2018,2728.6
632,72,2020,2708.7
633,72,2022,3674.8
634,72,2016,2618.9
635,72,2017,2474.8
636,72,2019,2807.7
637,72,2022,3370.0
638,72,2018,2620.1
639,72,2021,3212.8
640,72,2020,2848.7
641,72,2019,2910.7
642,72,2017,2637.6
643,72,2016,2476.7
644,74,2021,5861.319162
645,74,2018,5200.739157
646,74,2020,5452.838316
647,74,2022,8085.140928
648,74,2017,4721.101823
649,74,2016,3627.186486
650,74,2019,5244.635797
651,74,2022,8783.104019
652,74,2020,4190.356782
653,74,2018,5525.862892
654,74,2021,6724.910633
655,74,2019,5763.177545
656,74,2016,4297.536018
657,74,2017,4696.465562
658,74,2021,6824.587589
659,74,2018,5559.180697
660,74,2020,5150.60177
661,74,2022,7989.970653
662,74,2017,4625.386958
663,74,2016,4235.247329
664,74,2019,5681.475009
665,74,2020,5561.56457
666,74,2021,7288.382461
667,74,2022,7800.105128
668,74,2019,5640.090866
669,74,2016,4637.69632
670,74,2017,5079.499153
671,74,2018,5342.19491
672,75,2020,7402.46322
673,75,2022,14054.245411
674,75,2021,8938.074506
675,75,2018,6926.0
676,75,2016,8632.0
677,75,2017,6424.0
678,75,2019,7413.230885
679,75,2018,6839.0
680,75,2021,9653.695517
681,75,2022,12484.94519
682,75,2020,5632.735777
683,75,2019,7579.292464
684,75,2017,6324.0
685,75,2016,5918.0
686,75,2020,6411.284841
687,75,2018,6534.0
688,75,2022,10672.143728
689,75,2021,9666.508116
690,75,2016,5211.0
691,75,2017,5916.0
692,75,2019,6589.71759
693,75,2021,12539.584649
694,75,2022,12065.440905
695,75,2018,7325.0
696,75,2020,7631.468826
697,75,2019,7417.327366
698,75,2017,6940.0
699,75,2016,5707.0
700,76,2020,1373.31
701,76,2021,1578.73
702,76,2022,1875.73
703,76,2018,1482.47
704,76,2017,1437.6
705,76,2016,1299.13
706,76,2019,1466.81
707,76,2018,1565.16
708,76,2022,1831.23
709,76,2021,1584.0
710,76,2020,721.08
711,76,2019,1543.09
712,76,2016,1467.54
713,76,2017,1447.7
714,76,2020,1335.77
715,76,2022,1839.02
716,76,2021,1631.45
717,76,2018,1470.28
718,76,2017,1502.0
719,76,2016,1375.38
720,76,2019,1491.94
721,76,2018,1387.48
722,76,2021,1600.71
723,76,2022,1569.13
724,76,2020,1375.27
725,76,2019,1403.14
726,76,2016,1278.1
727,76,2017,1372.71
728,79,2020,3823.03284
729,79,2021,4703.91876
730,79,2022,5702.76906
731,79,2018,4052.35252
732,79,2016,3064.37874
733,79,2017,3300.93012
734,79,2019,4042.30132
735,79,2018,4410.62468
736,79,2020,3504.75309
737,79,2021,5396.6064
738,79,2022,5710.7479
739,79,2019,4213.18793
740,79,2017,3599.59023
741,79,2016,3419.65202
742,79,2022,5585.99906
743,79,2020,4157.3898
744,79,2018,4195.60172
745,79,2021,5634.89522
746,79,2016,3368.53161
747,79,2017,3729.70925
748,79,2019,3896.79262
749,79,2021,5784.41325
750,79,2018,4358.34198
751,79,2020,4854.64714
752,79,2022,5360.7518
753,79,2019,3948.82882
754,79,2017,3928.30716
755,79,2016,3318.34157
756,85,2022,20759.40013
757,85,2021,18291.04177
758,85,2020,16061.46725
759,85,2018,19121.21372
760,85,2016,13461.32857
761,85,2017,15555.25307
762,85,2019,18886.21961
763,85,2018,19737.88328
764,85,2020,14453.99835
765,85,2021,19891.89061
766,85,2022,22304.43637
767,85,2019,18804.94534
768,85,2017,17014.1201
769,85,2016,15545.2649
770,85,2022,20714.25064
771,85,2021,20603.04362
772,85,2020,16226.53808
773,85,2018,17979.92685
774,85,2016,14090.45079
775,85,2017,17217.80992
776,85,2019,17335.13008
777,85,2018,19030.05755
778,85,2020,19477.73789
779,85,2022,21836.32255
780,85,2021,23209.72477
781,85,2019,18441.78263
782,85,2016,14811.19169
783,85,2017,18286.3163
784,86,2021,141160.07387
785,86,2020,130472.85176
786,86,2018,149950.24556
787,86,2022,157574.34559
788,86,2016,123622.01639
789,86,2017,124740.20331
790,86,2019,145706.88592
791,86,2022,156290.00372
792,86,2020,94129.89318
793,86,2018,146426.0069
794,86,2021,149124.30277
795,86,2019,146474.27636
796,86,2017,132241.80368
797,86,2016,131343.81021
798,86,2021,139546.49082
799,86,2018,136269.19829
800,86,2020,121295.42742
801,86,2022,144921.29643
802,86,2016,118635.59194
803,86,2017,131068.86035
804,86,2019,134276.56232
805,86,2020,142738.62696
806,86,2021,155189.96414
807,86,2022,159031.46126
808,86,2019,144493.03395
809,86,2018,149576.42842
810,86,2017,147247.60366
811,86,2016,127577.60084
812,93,2022,421369.91369
813,93,2021,404889.9803
814,93,2020,359020.46539
815,93,2016,324395.92947
816,93,2017,340591.6819
817,93,2018,404382.97188
818,93,2019,382099.01317
819,93,2022,421897.38864
820,93,2021,413488.93172
821,93,2020,278420.50674
822,93,2019,371777.53102
823,93,2018,400028.75584
824,93,2017,351434.83707
825,93,2016,346994.69814
826,93,2020,356052.32493
827,93,2021,399769.11496
828,93,2022,400966.74853
829,93,2016,332615.09602
830,93,2017,372699.73642
831,93,2018,379595.29786
832,93,2019,368378.38826
833,93,2022,411245.63028
834,93,2021,418593.72516
835,93,2020,389039.46536
836,93,2019,367156.5973
837,93,2018,376532.17943
838,93,2017,383464.52126
839,93,2016,330349.6629
840,97,2021,10579.60698
841,97,2020,8800.31521
842,97,2022,13047.51716
843,97,2017,7359.37763
844,97,2016,6307.08174
845,97,2018,9675.90476
846,97,2019,9091.61942
847,97,2022,15297.20995
848,97,2020,7528.32426
849,97,2018,10235.88976
850,97,2021,11854.21655
851,97,2019,9929.05755
852,97,2016,7088.38916
853,97,2017,8036.43683
854,97,2021,11931.84536
855,97,2018,9540.23812
856,97,2020,8863.36356
857,97,2022,14679.18385
858,97,2017,8082.03761
859,97,2016,7356.32136
860,97,2019,9418.02976
861,97,2022,14367.61229
862,97,2020,10022.62609
863,97,2018,10050.27501
864,97,2021,12852.21928
865,97,2019,9468.76022
866,97,2016,7398.80457
867,97,2017,9148.91244
868,102,2022,4057.333048
869,102,2018,2847.677883
870,102,2021,3421.208462
871,102,2020,3047.123557
872,102,2019,2815.141393
873,102,2017,2913.638882
874,102,2016,2616.86221
875,102,2021,3275.482347
876,102,2020,2496.69069
877,102,2018,2720.721819
878,102,2022,4134.145363
879,102,2016,2730.038099
880,102,2019,2822.884568
881,102,2017,2827.744044
882,102,2022,3891.976185
883,102,2018,2583.669091
884,102,2020,2807.983827
885,102,2021,3513.837251
886,102,2017,2634.477162
887,102,2019,2753.446733
888,102,2016,2563.487804
889,102,2021,3542.212064
890,102,2020,3169.661847
891,102,2018,2617.231576
892,102,2022,3611.522826
893,102,2016,2537.073551
894,102,2017,2613.777165
895,102,2019,2783.568341
896,110,2022,3035.9
897,110,2018,2295.8
898,110,2021,2414.0
899,110,2020,2177.8
900,110,2017,2259.7
901,110,2016,1967.5
902,110,2019,2211.0
903,110,2020,1453.8
904,110,2021,2629.9
905,110,2018,2276.5
906,110,2022,3332.7
907,110,2019,2311.7
908,110,2016,2215.8
909,110,2017,2343.6
910,110,2022,3187.6
911,110,2021,2680.5
912,110,2018,2146.2
913,110,2020,2109.9
914,110,2017,2165.7
915,110,2016,1907.5
916,110,2019,2231.3
917,110,2020,1941.9
918,110,2018,1925.1
919,110,2021,2491.4
920,110,2022,2666.0
921,110,2019,2033.8
922,110,2016,1868.7
923,110,2017,1886.8
924,111,2022,153299.650353
925,111,2020,112717.832857
